date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
11-02-2020 19.48,Tcurran0,,0,0,1,Schrodinger's TD.... #GE20 #GE2020 https://twitter.com/RMcGreevy1301/status/1227279857953988612,,,#GE20 #GE2020,1227318504623340000.00,https://twitter.com/Tcurran0/status/1227318504623349763
11-02-2020 19.39,Ocionnaith,MarkHennessy,1,2,4,"Worth noting, again, that #Brexit had a 1% - that's 1% - influence factor on #GE2020 #GE20 voters according to the exit poll. One percent. ",,,#Brexit #GE2020 #GE20,1227316183210300000.00,https://twitter.com/Ocionnaith/status/1227316183210307592
11-02-2020 17.20,ConsumingIssues,,0,0,3,Jim O’Callaghan @fiannafailparty firmly saying no to coalition w @sinnfeinireland on @RTERadio1 Is Micheal Martin losing his grip on the party. A broad coalition of the left led by Sinn Féin wd be Monty Python territory. #GE2020 #GE20 #GeneralElection,,#NAME?,#GE2020 #GE20 #GeneralElection,1227281274211000000.00,https://twitter.com/ConsumingIssues/status/1227281274211008517
11-02-2020 17.11,TheMathsTutor,,0,1,3,Give us a call anytime Mary Lou 😁 #GE2020 #GE20 ,,,#GE2020 #GE20,1227279063036770000.00,https://twitter.com/TheMathsTutor/status/1227279063036772357
11-02-2020 14.30,thesecondgoing,,0,1,1,"#Tiocfaidhárlá Means ""Our day will come"", Now that #SinnFein's day has come ie in Government and a chance to unite the island, You bitch about them celebrating? #GE2020 #GE20 #davidcullinane #TonightVMTV #Ntfm",,,#Tiocfaidh #SinnFein #GE2020 #GE20 #davidcullinane #TonightVMTV #Ntfm,1227238480607990000.00,https://twitter.com/thesecondgoing/status/1227238480607997960
11-02-2020 14.21,Ocionnaith,,2,2,4,* March 17: Patrick's Day in other words. The #GE2020 #GE20 results raise legitimate questions over who will have the privilege/problem of meeting US president @realDonaldTrump at the White House. (1),,#NAME?,#GE2020 #GE20,1227236252828790000.00,https://twitter.com/Ocionnaith/status/1227236252828798983
11-02-2020 14.12,Ocionnaith,,5,3,12,Worth pointing out a couple of key upcoming dates re the election aftermath: * Feb 20 * March 17 (Patrick's Day) * 70-plus days #GE2020 #GE20 #thread,,,#GE2020 #GE20 #thread,1227233876482960000.00,https://twitter.com/Ocionnaith/status/1227233876482961409
11-02-2020 13.52,2day_tonight,,0,0,1,When did Provisional Sinn Féin drop the “Provisional” from their name? Even multiple media outlets confused them with the Sinn Féin of 1918 over the weekend. Good branding exercise I guess! #ge2020 #ge20,,,#ge2020 #ge20,1227228841418110000.00,https://twitter.com/2day_tonight/status/1227228841418117121
11-02-2020 13.26,Ocionnaith,Jennifer_Bray,2,0,1,"@labour will hold its first post-general election parliamentary party mtg on Wed. Given 4 of its 6 TDs (@alankellylabour, @seansherlocktd, @geraldnash and @AodhanORiordain) were rumoured as new leaders if @BrendanHowlin had a bad #GE2020 #GE20, that will be quite the meeting. ",,#NAME?,#GE2020 #GE20,1227222445247150000.00,https://twitter.com/Ocionnaith/status/1227222445247156224
11-02-2020 12.57,Ocionnaith,ZaraKing,0,0,3,This all feels so eerily familiar. Is it 2016 again? Has anyone seen @EndaKennyTD lately? #GE2020 #GE20 ,,#NAME?,#GE2020 #GE20,1227215178522950000.00,https://twitter.com/Ocionnaith/status/1227215178522955777
11-02-2020 12.32,conorlittle,,0,0,0,"woops, #ge2020 #ge20",,,#ge2020 #ge20,1227208891861250000.00,https://twitter.com/conorlittle/status/1227208891861258240
11-02-2020 10.48,BrianFlanagan1,,0,0,0,Well-rounded report from BBC on outcome of #GE2020. Debunks lots of myths without once mentioning #UpTheRA. Please take note Irish MSM. https://www.bbc.com/news/av/world-europe-51454766/ireland-elections-busting-five-myths @todaysor #GE20 @rtenews,,#NAME?,#GE2020 #UpTheRA #GE20,1227182644162670000.00,https://twitter.com/BrianFlanagan1/status/1227182644162678789
11-02-2020 10.42,BrianFlanagan1,,0,1,1,Vince Cable: Sinn Fein's success at the Irish election will only grow from here. #GE2020 #GE20 @todaysor,,#NAME?,#GE2020 #GE20,1227181054248830000.00,https://twitter.com/BrianFlanagan1/status/1227181054248837122
11-02-2020 9.38,activedan,,0,0,6,Sinn Féin politicians trying to hold in the phrase “Up The Ra” when in the media spotlight. #ge2020 #Ge20 🤪😜 ,,,#ge2020 #Ge20,1227164893327040000.00,https://twitter.com/activedan/status/1227164893327044608
11-02-2020 9.35,Ocionnaith,,5,11,25,"So, now all 160 Dail seats are filled what happens next in #GE2020 #GE20? And with no combination of SF, FF, FG forming a government, what coalition options are there or we facing a second election? My analysis for @rtenews @rtepolitics: http://www.rte.ie/news/election-2020/2020/0211/1114497-general-election-what-next/ via @RTENewsNow",,#NAME?,#GE2020 #GE20,1227164149509160000.00,https://twitter.com/Ocionnaith/status/1227164149509165056
11-02-2020 9.34,StoppedClock1,,0,0,0,"Leo Varadkar: 5th count Simon Coveney: 8th count Micheál Martin: 6th count Are these really the people to lead? Their own constituents don't ""really"" want them. #GeneralElection #ge20 #GE2020",,,#GeneralElection #ge20 #GE2020,1227164089891370000.00,https://twitter.com/StoppedClock1/status/1227164089891377152
11-02-2020 9.08,WeeBossDog,,0,0,3,"Obviously only speaking for me and not others in my area, but it's bad for David Cullinane when me, a nationalist from South Armagh, cringed at him shouting up the Ra. Being in the pub isn't an excuse - you're representing *everyone* no matter where you are. #GE2020 #GE20",,,#GE2020 #GE20,1227157572899070000.00,https://twitter.com/WeeBossDog/status/1227157572899074048
11-02-2020 9.05,sarahdore1,,0,0,2,Please make @MaryLouMcDonald our first female Taoiseach. 💚🇮🇪 #GE2020 #GE20 #Taoiseach #SinnFéin #ChangeisComing,,#NAME?,#GE2020 #GE20 #Taoiseach #SinnF #ChangeisComing,1227156771103550000.00,https://twitter.com/sarahdore1/status/1227156771103551491
11-02-2020 8.40,HNow33,,0,0,3,"#FiannaFail finished on 38 seats but remember, 1 is the Ceann Comhairle who is just the referee.. #GE20 #GE2020",,,#FiannaFail #GE20 #GE2020,1227150450434230000.00,https://twitter.com/HNow33/status/1227150450434232320
11-02-2020 8.30,iankilroy,,0,1,10,"People voted for Finland not Cuba, Sinn Féin. Remember that. And they did not vote for “up the RA”. This support is not for your old agenda. It’s for a services and society. #GE20 @MaryLouMcDonald #ge2020 @sinnfeinireland",,#NAME?,#GE20 #ge2020,1227147789299260000.00,https://twitter.com/iankilroy/status/1227147789299261440
11-02-2020 8.28,activedan,greenparty_ie,0,3,16,"👇In fairness, this tweet HAS aged well - If you work hard and believe, you can rebuild. #ge2020 #GeneralElection2020 #ge20 #ge20202",,,#ge2020 #GeneralElection2020 #ge20 #ge20202,1227147310724990000.00,https://twitter.com/activedan/status/1227147310724997120
11-02-2020 8.18,H4RB4R,,0,0,1,"Theoretically it is possible for Mary Lou to form a coalition without FG, FF, or labour. 👀 #GE2020 #GE20",,,#GE2020 #GE20,1227144806914280000.00,https://twitter.com/H4RB4R/status/1227144806914285568
11-02-2020 7.59,garvangrant,,16,25,86,BREAKING #Election2020: Murphy and Harris re-elected despite voter concerns over health and housing issues. Which just goes to show you that ... eh ... I haven’t the foggiest! 🤔😧 #ElectionResults #GE2020 #GE20 #GeneralElection2020 #count,,,#Election2020 #ElectionResults #GE2020 #GE20 #GeneralElection2020 #count,1227140100242460000.00,https://twitter.com/garvangrant/status/1227140100242464768
11-02-2020 7.58,PatrickSharke13,dmcbfs,0,0,1,Yeah that's a crazy way to think. #GE20 #GE20202 #GE2020 ,,,#GE20 #GE20202 #GE2020,1227139920709470000.00,https://twitter.com/PatrickSharke13/status/1227139920709476352
11-02-2020 7.24,foxymm12,,0,1,5,Daniel McConnell on @morningireland : The leading lights in Fianna Fáil: Michael Mulcahy Jim O’Callaghan JACK CHAMBERS #GE2020 #GE20 #GeneralElection2020,,#NAME?,#GE2020 #GE20 #GeneralElection2020,1227131202815040000.00,https://twitter.com/foxymm12/status/1227131202815045632
11-02-2020 0.34,daithimckay,,1,1,11,Can Sinn Féin form a minority government by striking a deal with TDs from these 5 blocs? Looks like this will be the first stage of efforts to form the next government now that the election counts have concluded #ge20 #ge2020 Graphic from @VirginMediaNews,,#NAME?,#ge20 #ge2020,1227028203723730000.00,https://twitter.com/daithimckay/status/1227028203723730951
11-02-2020 0.22,DundalksNews,,0,2,1,Here is your 33rd Dail #GE20 #GE2020 ,,,#GE20 #GE2020,1227025074638800000.00,https://twitter.com/DundalksNews/status/1227025074638802944
11-02-2020 0.12,stonking,gavreilly,0,1,0,#GE2020 #GE20202 #ge20 #Ireland #Togh2020 #Brexit #Election2020,,,#GE2020 #GE20202 #ge20 #Ireland #Togh2020 #Brexit #Election2020,1227022618131190000.00,https://twitter.com/stonking/status/1227022618131197952
11-02-2020 0.06,DailRat,,1,3,10,Thank God that’s over- me nerves are shattered #ge2020 Nitey nite and now to the next chapter 🐀🐀🐀 #ge20 ,,,#ge2020 #ge20,1227021022962030000.00,https://twitter.com/DailRat/status/1227021022962032640
11-02-2020 0.02,Ocionnaith,,2,9,9,Final general election 2020 results: FF 38 SF 37 FG 35 Greens 12 Soc Dems 6 Lab 6 Sol-PBP 5 Aontu 1 Inds 19 @rtenews @rtepolitics #GE2020 #GE20,,#NAME?,#GE2020 #GE20,1227020113599250000.00,https://twitter.com/Ocionnaith/status/1227020113599254531
10-02-2020 23.52,Dazzis,,0,0,0,Here is a picture of marian chamber Higgins after making a fool out of herself #GE20 #Elections2020 #GE2020 #GalwayWest,,,#GE20 #Elections2020 #GE2020 #GalwayWest,1227017436840510000.00,https://twitter.com/Dazzis/status/1227017436840517632
10-02-2020 23.51,Diarmuid_9,,1,0,1,"#SinnFein’s Martin Kenny acceptance speech in #SligoLeitrim - “we want a new Ireland, a ceee Ireland, a #UnitedIreland.” - talks housing, healthcare, childcare - “I promise you, #SinnFein won’t let you down.” #GE2020 #GE20 ",,,#SinnFein #SligoLeitrim #UnitedIreland #SinnFein #GE2020 #GE20,1227017285942100000.00,https://twitter.com/Diarmuid_9/status/1227017285942104066
10-02-2020 23.49,shannonsidenews,,0,1,1,Room about to be sealed off in #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1227016896131870000.00,https://twitter.com/shannonsidenews/status/1227016896131878912
10-02-2020 23.45,FintanMusicIRL,,1,1,13,The whole country waiting on ourselves and Cavan to finish up. #GE20 #GE2020 #GeneralElection2020 #cavanmonaghan #GeneralElection,,,#GE20 #GE2020 #GeneralElection2020 #cavanmonaghan #GeneralElection,1227015801561060000.00,https://twitter.com/FintanMusicIRL/status/1227015801561067521
10-02-2020 23.41,FDPamHackeschen,,0,1,0,Counting in the elections in #Ireland is about to finish. Congratulations to our Irish sister party @fiannafailparty which will top the list of factions by one seat. Historic coalition with SF incoming? (au) #GE20 #GE2020 ,,#NAME?,#Ireland #GE20 #GE2020,1227014679874140000.00,https://twitter.com/FDPamHackeschen/status/1227014679874146311
10-02-2020 23.39,Kainyewest,,2,1,6,Gonna have to go back hearing people talk about the fucking grand stretch in the evening now. The only grand stretch we should be talking about is the GRAND STRETCH OF THE LEFT IN GOVERNMENT! #GE2020 #GE20,,,#GE2020 #GE20,1227014379700410000.00,https://twitter.com/Kainyewest/status/1227014379700412424
10-02-2020 23.34,JoeSeward1,,3,1,4,Final Totals @fiannafailparty 38 seats @sinnfeinireland 37 seats @FineGael 35 seats #Independents 19 seats @greenparty_ie 12 Seats @SocDems 6 Seats @pb4p 5 Seats @AontuIE 1 Seat #GE2020 #SinnFein #GE20 #FiannaFail #TonightVMTV,,#NAME?,#Independents #GE2020 #SinnFein #GE20 #FiannaFail #TonightVMTV,1227013057383160000.00,https://twitter.com/JoeSeward1/status/1227013057383161858
10-02-2020 23.34,shannonsidenews,,0,1,1,And that is it from us in #SligoLeitrim. Thanks to all of you who followed us here and on our live blog #SSGE20 #GE2020 #GE20 ,,,#SligoLeitrim #SSGE20 #GE2020 #GE20,1227012975455800000.00,https://twitter.com/shannonsidenews/status/1227012975455805440
10-02-2020 23.24,Watsonmydear,,0,0,0,My geeking out indicates that someone from Serbia and someone from Germany is involved in the management of Sinn Féin’s Facebook page - curious much? Contrasts to 4 from Ireland managing Fianna Fáil and 6 from Ireland managing Fine Gael on Facebook #GE20 #GE2020 #DigiSanity,,,#GE20 #GE2020 #DigiSanity,1227010507397310000.00,https://twitter.com/Watsonmydear/status/1227010507397312512
10-02-2020 23.23,BrianFlanagan1,Aidan_Regan,1,0,0,And apologise for @FineGael's incompetence and flawed policies and the consequent suffering which they created for tens and tens of thousands. #tonightvmtv #GE2020 #GE20 ,,#NAME?,#tonightvmtv #GE2020 #GE20,1227010348504530000.00,https://twitter.com/BrianFlanagan1/status/1227010348504539137
10-02-2020 23.21,Diarmuid_9,,0,1,1,"#SinnFein's Martin Kenny's acceptance speech in #SligoLeitrim - ""We want a new Ireland, a free Ireland, a #UnitedIreland."" - talks housing, healthcare, childcare - says we need to be mindful of need to look after the most vulnerable #GE20 #GE2020 ",,,#SinnFein #SligoLeitrim #UnitedIreland #GE20 #GE2020,1227009721258950000.00,https://twitter.com/Diarmuid_9/status/1227009721258954753
10-02-2020 23.19,DailRat,,3,0,5,The rat is officially speechless! #GE20 #GE2020 🐀🐀🐀 for now. #dailrat,,,#GE20 #GE2020 #dailrat,1227009118067700000.00,https://twitter.com/DailRat/status/1227009118067707907
10-02-2020 23.15,shannonsidenews,,0,1,3,"- ""We won't have a #UnitedIreland until we unite the people of this country."" - ""The North-West is the place to be; it will be the new Galway."" - ""My wife and children are much more important than being elected today."" #SligoLeitrim #SSGE20 #GE2020 #GE20",,,#UnitedIreland #SligoLeitrim #SSGE20 #GE2020 #GE20,1227008108800680000.00,https://twitter.com/shannonsidenews/status/1227008108800684037
10-02-2020 23.14,Watsonmydear,,0,0,5,"Currently geeking out reviewing Facebook page transparency feature for the top 3 parties in Ireland as voted for by the electorate (well, those that bothered voting) ad spends, number of targeted adverts taken out and the creatives for #GE20 #GE2020 all available #DigiSanity",,,#GE20 #GE2020 #DigiSanity,1227007980463410000.00,https://twitter.com/Watsonmydear/status/1227007980463411200
10-02-2020 23.13,FintanMusicIRL,,1,1,3,The referee will blow it up soon! 😉 #GE2020 #GeneralElection2020 #cavanmonaghan #monaghan #cavan #GeneralElection #GE20 ,,,#GE2020 #GeneralElection2020 #cavanmonaghan #monaghan #cavan #GeneralElection #GE20,1227007651495560000.00,https://twitter.com/FintanMusicIRL/status/1227007651495563264
10-02-2020 22.59,idahocafe,,3,0,17,Do we still have to get up early in the morning for whoever the new crowd are ? #ge2020 #ge20 ,,,#ge2020 #ge20,1227004158311610000.00,https://twitter.com/idahocafe/status/1227004158311616513
10-02-2020 22.54,Diarmuid_9,,0,0,2,"“He told me: “It’s either Leinster House or Lanzarote!’” What Frank Feighan’s wife, Eliane, told us as regards #GE20 #GE2020 #Sligo #SligoLeitrim",,,#GE20 #GE2020 #Sligo #SligoLeitrim,1227002872669390000.00,https://twitter.com/Diarmuid_9/status/1227002872669392897
10-02-2020 22.51,paulieok,,0,0,2,😂 #GE2020 #GE20 #SinnFein,,,#GE2020 #GE20 #SinnFein,1227002162577880000.00,https://twitter.com/paulieok/status/1227002162577887232
10-02-2020 22.51,shannonsidenews,,0,0,5,“It is either Leinster House or Lanzarote!” What Eliane says Frank Feighan said to her as regards #GE2020 #GE20 #SSGE20 #SligoLeitrim,,,#GE2020 #GE20 #SSGE20 #SligoLeitrim,1227002153669200000.00,https://twitter.com/shannonsidenews/status/1227002153669201922
10-02-2020 22.31,BrianFlanagan1,,0,0,0,People voted for better services and greater equality/fairness. These should apply to all political hues and shouldn't be seen as a monopoly of left (or right). #GE2020 #GE20 #CBlive,,,#GE2020 #GE20 #CBlive,1226997229262690000.00,https://twitter.com/BrianFlanagan1/status/1226997229262692353
10-02-2020 22.17,BrianFlanagan1,,1,2,11,".@sinnfeinireland should publicly thank #rtebias (esp some items on @rtenews &amp; @todaysor) along with much of MSM for boosting their prospects by continually spinning against #SF &amp; trying to fool voters. In fairness, @RTE election team did excellent job. #GE2020 #GE20 #cblive",,#NAME?,#rtebias #SF #GE2020 #GE20 #cblive,1226993687282030000.00,https://twitter.com/BrianFlanagan1/status/1226993687282036738
10-02-2020 22.17,JohnHedges109,MarkAgitprop,1,3,4,Has @MichealMartinTD or @ThomasByrneTD – anyone in Fianna Fáil – been asked by any media about this? @rtepolitics @LMFMRADIO @meathchronicle #GE2020 #GE20 ,,#NAME?,#GE2020 #GE20,1226993617144890000.00,https://twitter.com/JohnHedges109/status/1226993617144893441
