date,username,to,replies,retweets,text,mentions,hashtags,permalink
29-02-2020 21.42,KatieMcGreal,Sean_Celtic,0,0, I think this fella's got some sort of a complex...maybe Peig did it for him. ,,,https://twitter.com/KatieMcGreal/status/1233870297339777026
29-02-2020 20.51,UpChois,Sean_Celtic,0,1," Apologies, I forgot to mentiion that the other events are the same .... all are welcome! Head along to one or more of the events, and then see if you still think that there's a smell of Talilban about them? ",,,https://twitter.com/UpChois/status/1233857349779099651
29-02-2020 20.38,UpChois,Sean_Celtic,0,0," Pop UpHowth, Tues 3rd March https://m.facebook.com/story.php?story_fbid=10215581160150383&id=1481755559&ref=m_notif&notif_t=feedback_reaction_generic_tagged ",,,https://twitter.com/UpChois/status/1233854049583276033
29-02-2020 20.34,UpChois,Sean_Celtic,0,0," Not in Bayside Seán, all levels of Irish are very welcome. We have good Irish speakers but also many are like myself, rusty but back learning & talking as gaeilge & also those new to the language. And it's a very enjoyable social evening also. Come down and have a look? Eoin. ",,,https://twitter.com/UpChois/status/1233852980148961281
29-02-2020 20.30,aodhanodea,Sean_Celtic,1,0, 11 ciorcal comhrá conversation circle events and 3 pop up Gaeltachts who welcome all levels. If you'd clicked into any of links most say all levels welcome. One time of year we try to organise events for our language and called taliban. Christ ,,,https://twitter.com/aodhanodea/status/1233851943191269381
29-02-2020 20.23,Sean_Celtic,aodhanodea,8,0, This is obviously exclusive to fluent Irish speakers. Great way to encourage non Irish speakers. Irish Taliban at it’s best. ,,,https://twitter.com/Sean_Celtic/status/1233850347506016258
29-02-2020 19.34,aodhanodea,,1,0, Aon rud eile ag tarlúint? Any other events for #SnaG20 not on the list? @RahenyGAA @ScoilCLG @StVincentsGAA1 @StMonicasGAA @ClontarfRugby @FC_Clontarf @ClontarfCycling @clontarfhc @ClontarfCC @TarfJuniorRugby @howthyachtclub @KillesterBball @RahenyScouts @RahenyGuides , @RahenyGAA  @ScoilCLG  @StVincentsGAA1  @StMonicasGAA  @ClontarfRugby  @FC_Clontarf  @ClontarfCycling  @clontarfhc  @ClontarfCC  @TarfJuniorRugby  @howthyachtclub  @KillesterBball  @RahenyScouts  @RahenyGuides,#SnaG20,https://twitter.com/aodhanodea/status/1233838055389265920
29-02-2020 4.44,SaveRGVfromLNG,GheorghiuAndy,0,1," If your country bans fracking, you don't import fracked gas. Period. ",,,https://twitter.com/SaveRGVfromLNG/status/1233614057405665280
28-02-2020 22.04,IrishinEurVoice,BarryAndrewsMEP,0,0, Needs a stable and Grand Coalition to implement the ideas of the students. No one generation or political party has a monopoly on solutions for Climate Change. However it takes a political party with teeth to get things done.Climate Action is in the doing and not from sidelines. ,,,https://twitter.com/IrishinEurVoice/status/1233513344834965510
28-02-2020 21.03,LiamWegimont,realsuzierock,1,0, Have you got your tickets yet for the best little musical on the Northside? Pls RT ...@bfcdublin @RichardbrutonTD @sean_haughey @fotoole @roisiningle @marklittlenews @NorthsideNews @Finian_McGrath @FairviewMarino @loveclontarf_ie @clontarfhc @FC_Clontarf @MarinoInstitute , @bfcdublin  @RichardbrutonTD  @sean_haughey  @fotoole  @roisiningle  @marklittlenews  @NorthsideNews  @Finian_McGrath  @FairviewMarino  @loveclontarf_ie  @clontarfhc  @FC_Clontarf  @MarinoInstitute,,https://twitter.com/LiamWegimont/status/1233497975059615746
28-02-2020 19.44,ireland_better,AndyOCallagha,0,0, Commuting in Dublin already an nightmare. Have to build up ,,,https://twitter.com/ireland_better/status/1233478011577651201
28-02-2020 19.41,AndyOCallagha,AlanHealy,1,1," Cork building up - will have more tall buildings than Dublin (whose pop’n is 4 times higher!) - more low rise, low density outward sprawl unsustainable!! @DubCham @DaveyDonn @RichardbrutonTD @DarraghOBrienTD @MurphyEoghan @willgoodbody @EamonRyan ", @DubCham  @DaveyDonn  @RichardbrutonTD  @DarraghOBrienTD  @MurphyEoghan  @willgoodbody  @EamonRyan,,https://twitter.com/AndyOCallagha/status/1233477372852260866
28-02-2020 18.33,eurofound,EPinIreland,0,0," An excellent debate, congratulations to @StMarysCollege and all who took part! You can read some of our thoughts on the challenges and opportunities of Europe's low-carbon transition here: https://www.eurofound.europa.eu/publications/blog/europes-low-carbon-transition-makes-economic-sense #GreenDeal #ModelCouncil ", @StMarysCollege,#GreenDeal #ModelCouncil,https://twitter.com/eurofound/status/1233460113446461447
28-02-2020 13.39,dkinireland,,0,3, Yesterday Amb. Balslev @DKambIRL attended the #ModelCouncil 2020. This years topic was #EUGreenDeal and #ClimateAction. Extremely passionate and well-prepared students from Ardscoil Ris Seconday (the same constiuency as @RichardbrutonTD - who gave opening remarks) represented #DK , @DKambIRL  @RichardbrutonTD,#ModelCouncil #EUGreenDeal #ClimateAction #DK,https://twitter.com/dkinireland/status/1233386169460830208
28-02-2020 11.28,HealthandEnv,,0,2," #ENVI Council Conclusions have to recognise urgency of #CleanAir4Health action & translate it into clear 2020 timeline, aligning EU standards with @WHO guidelines #CleanAirEU @EU2020HR @SvenjaSchulze68 @SergioCosta_min @Teresaribera @RichardbrutonTD @DieschbourgC @brunepoirson ", @WHO  @EU2020HR  @SvenjaSchulze68  @SergioCosta_min  @Teresaribera  @RichardbrutonTD  @DieschbourgC  @brunepoirson,#ENVI #CleanAir4Health #CleanAirEU,https://twitter.com/HealthandEnv/status/1233353256203685888
28-02-2020 10.13,GheorghiuAndy,SafetyBeforeLng,1,3, @LeoVaradkar @RichardbrutonTD @vonderleyen @KadriSimson Take #climate hostile #frackedgas #LNG import terminal Shannon off the #PCIlist @EUombudsman @IrishEnvNet @NHNAireland @SaveRGVfromLNG @ssteingraber1 @howarth_cornell @BerksGasTruth @Westyeddy @FoodWaterEurope @foodandwater , @LeoVaradkar  @RichardbrutonTD  @vonderleyen  @KadriSimson  @EUombudsman  @IrishEnvNet  @NHNAireland  @SaveRGVfromLNG  @ssteingraber1  @howarth_cornell  @BerksGasTruth  @Westyeddy  @FoodWaterEurope  @foodandwater,#climate #frackedgas #LNG #PCIlist,https://twitter.com/GheorghiuAndy/status/1233334452169904128
28-02-2020 10.05,swanireland,,0,7," With half of Ireland's waters in an unhealthy state we desperately need the WFD to be implemented fully. We stand with 375,386 European citizens, 5,500+ scientists, 130+ civil society groups calling for @RichardbrutonTD & other Ministers to #ProtectWater and #ProtectNature 2/2 ", @RichardbrutonTD,#ProtectWater #ProtectNature,https://twitter.com/swanireland/status/1233332359556194304
28-02-2020 10.05,swanireland,,1,6," Last December, after a 2 year review, key EU water law the WFD was declared fit for purpose. On March 5th EU Environment Ministers will meet to consider findings of the review. It's crucial that @RichardbrutonTD and other Ministers commit to #ProtectWater and the WFD ...1/2 ", @RichardbrutonTD,#ProtectWater,https://twitter.com/swanireland/status/1233332357425438723
28-02-2020 7.26,bubbleblwr,MikeHudema,0,0," The solution for Ireland, no more costly disruptive electrification of the network @RichardbrutonTD  ", @RichardbrutonTD,,https://twitter.com/bubbleblwr/status/1233292346072150016
28-02-2020 0.33,EoinDelahunty,,0,0, 7/ @RichardbrutonTD @MurphyEoghan @Damien_English I welcome any comments or updates you can provide on timelines and expectations around when you would expect to have a second offshore wind farm operational? , @RichardbrutonTD  @MurphyEoghan  @Damien_English,,https://twitter.com/EoinDelahunty/status/1233188338007519232
27-02-2020 18.32,ThriftBee,gastivists,0,1," A great animation. @RichardbrutonTD this one is for you, we need a renewable plan without gas for when the sun doesn't shine and the wind doesn't blow. @EamonRyan you already know this stuff. ", @RichardbrutonTD  @EamonRyan,,https://twitter.com/ThriftBee/status/1233097597000220676
27-02-2020 18.30,Nc1908Neil,MRobertsQLD,0,2, Every politician should listen to this before making ridiculous decisions on zero carbon commitments. @pb4p @bridsmithTD @RBoydBarrett @RichardbrutonTD @1Hildegarde @wallacemick @paulmurphy_TD @PearseDoherty @ClareDalyMEP @SocDems @greenparty_ie @davidcullinane @MichaelHealyRae , @pb4p  @bridsmithTD  @RBoydBarrett  @RichardbrutonTD  @1Hildegarde  @wallacemick  @paulmurphy_TD  @PearseDoherty  @ClareDalyMEP  @SocDems  @greenparty_ie  @davidcullinane  @MichaelHealyRae,,https://twitter.com/Nc1908Neil/status/1233097188605124608
27-02-2020 17.10,williamorbinson,IWEA,0,0," Can we have something up here, please? ",,,https://twitter.com/williamorbinson/status/1233077038933774336
27-02-2020 16.55,EPinIreland,,1,6," Congratulations @StMarysCollege🇩🇪, who have just won the 2020 #ModelCouncil debate at @dublincastleopw #GreenDeal🌍 Opening remarks: @RichardbrutonTD Award presentation: @CiaranCuffe Chair: @Andrews4Europe ⁩Judges: ⁦@MaryMcCaugheyEF & @Noelle_OC Runners-up: @DeansrathCC🇸🇮 ", @StMarysCollege  @dublincastleopw  @RichardbrutonTD  @CiaranCuffe  @Andrews4Europe  @MaryMcCaugheyEF  @Noelle_OC  @DeansrathCC,#ModelCouncil #GreenDeal,https://twitter.com/EPinIreland/status/1233073293403488257
27-02-2020 16.54,adoolan34,IWEA,0,0, Cheaper? 😂😂😂😂😂😂😂😂😂😂😂😂😂 ,,,https://twitter.com/adoolan34/status/1233072911956791296
27-02-2020 16.43,IWEA,,2,6," We're delighted to welcome the publication today by @RichardbrutonTD and the @Dept_CCAE of the Ts & Cs for the new Renewable Electricity Support Scheme. This will deliver more, cheaper, #WindEnergy to decarbonise our power system: https://www.iwea.com/latest-news/3143-wind-industry-welcomes-details-of-renewable-electricity-auction ", @RichardbrutonTD  @Dept_CCAE,#WindEnergy,https://twitter.com/IWEA/status/1233070092801495041
27-02-2020 14.57,swanireland,,0,3," Our rivers, lakes and wetlands are bursting with wildlife - but freshwater species are actually the most threatened in the EU! @RichardbrutonTD we need you to speak up for the EU water law at the Environment Council on March 5th #ProtectWater #ProtectWildlife #ProtectWFD ", @RichardbrutonTD,#ProtectWater #ProtectWildlife #ProtectWFD,https://twitter.com/swanireland/status/1233043463488393216
27-02-2020 14.21,McGannMargo,Andrews4Europe,0,0, @FriaryCollege student’s delighted to chat 👍 #ModelCouncil @dublincastleopw , @FriaryCollege  @dublincastleopw,#ModelCouncil,https://twitter.com/McGannMargo/status/1233034383789109249
27-02-2020 14.11,MounthawkEU,,0,0, Heading into the final round of debates now !! #modelcouncil #Lithuania @MounthawkMercy 🇱🇹🇪🇺 @RichardbrutonTD , @MounthawkMercy  @RichardbrutonTD,#modelcouncil #Lithuania,https://twitter.com/MounthawkEU/status/1233031832784056320
27-02-2020 13.43,SimonKelly14,Bazg2,0,0, Why don't you tell us. ,,,https://twitter.com/SimonKelly14/status/1233024875993980928
27-02-2020 12.55,melissaocallag1,Orla_Hegarty,0,0, @RichardbrutonTD any comment on this statement? #ilovestannes , @RichardbrutonTD,#ilovestannes,https://twitter.com/melissaocallag1/status/1233012666819584006
27-02-2020 12.03,IPokojny,,0,4," Excited 2 attend #ModelCouncil of 🇪🇺 Debate for Secondary Schools along w/ Minister @RichardbrutonTD, Gerry Kiely of @eurireland & fellow #EU Ambassadors. Debate’s focusing on #EUGreenDeal. Students of Killorglin community College, Co.Kerry represent #Slovakia 🤞 @IrlEmbSlovakia ", @RichardbrutonTD  @eurireland  @IrlEmbSlovakia,#ModelCouncil #EU #EUGreenDeal #Slovakia,https://twitter.com/IPokojny/status/1232999701047382016
27-02-2020 11.19,PKoenig1776,timothyahayes,0,0, Fantastic initiative 🇪🇺🇪🇺 ,,,https://twitter.com/PKoenig1776/status/1232988727368089600
27-02-2020 10.55,EPIreland_Edu,,0,5, Irish MEP @Andrews4Europe is chairing today’s #ModelCouncil with @eurireland along with @CiaranCuffe @RichardbrutonTD #GreenDeal , @eurireland  @CiaranCuffe  @RichardbrutonTD,#ModelCouncil #GreenDeal,https://twitter.com/EPIreland_Edu/status/1232982622495821824
27-02-2020 10.53,eurireland,,0,4, The 2020 #ModelCouncil gets off to a great start with opening remarks by Minister ⁦@RichardbrutonTD⁩. Chairperson is ⁦@Andrews4Europe⁩ Judges ⁦@MaryMcCaugheyEF⁩ & ⁦@Noelle_OC⁩ 🔴 Join us live on our Facebook & web page 🙌 #GreenDeal , @RichardbrutonTD  @Andrews4Europe  @MaryMcCaugheyEF  @Noelle_OC,#ModelCouncil #GreenDeal,https://twitter.com/eurireland/status/1232982126380953600
27-02-2020 10.49,PEDeBauw,,0,4," Minister @RichardbrutonTD addresses secondary school students at #ModelCouncil, praising young people for their commitment to #ClimateAction and their positive impact on #EUGreenDeal. 🇧🇪🇮🇪🇪🇺 Our youth helps shaping the #FutureofEurope! #EuropeOurDNA ", @RichardbrutonTD,#ModelCouncil #ClimateAction #EUGreenDeal #FutureofEurope #EuropeOurDNA,https://twitter.com/PEDeBauw/status/1232981087598661632
27-02-2020 10.45,FriaryCollege,,0,3, Looking forward to participating in today's EU #ModelCouncil representing #Luxembourg on the topic #EUGreenDeal with @RichardbrutonTD and MEPs @CiaranCuffe @Andrews4Europe @eurireland @EPIreland_Edu #AmbassadorSchool #debate #lifeskill , @RichardbrutonTD  @CiaranCuffe  @Andrews4Europe  @eurireland  @EPIreland_Edu,#ModelCouncil #Luxembourg #EUGreenDeal #AmbassadorSchool #debate #lifeskill,https://twitter.com/FriaryCollege/status/1232979996848926726
27-02-2020 10.45,eurireland,,0,3, #ModelCouncil debate on the #EUGreenDeal has just started with opening speech by Minister @RichardbrutonTD. Follow the debate live at: https://ec.europa.eu/ireland/events/thursday-27-february-model-council-of-the-european-union-debate-dublin-castle_en , @RichardbrutonTD,#ModelCouncil #EUGreenDeal,https://twitter.com/eurireland/status/1232979976808521728
27-02-2020 10.44,timothyahayes,,1,9, Getting ready to rock & roll at the #ModelCouncil in @dublincastleopw in the debate on #EUGreenDeal @RichardbrutonTD @gerardkiely3 @Andrews4Europe @CiaranCuffe @Noelle_OC @JoanEurope @JCEUIreland The solutions to climate change is on the hands of the youth. , @dublincastleopw  @RichardbrutonTD  @gerardkiely3  @CiaranCuffe  @Noelle_OC  @JoanEurope  @JCEUIreland,#ModelCouncil #EUGreenDeal,https://twitter.com/timothyahayes/status/1232979889315295233
27-02-2020 10.36,FranceinIreland,,0,8," Ambassador @stephanecrouzat is at @dublincastleopw to advise and support the 3 students from @MercySligo representing 🇫🇷 at #ModelCoucil! 🇪🇺 26 teams of students debate the #EUGreenDeal, in a event opened by @RichardbrutonTD. The best team will be invited to the @Europarl_EN! ", @stephanecrouzat  @dublincastleopw  @MercySligo  @RichardbrutonTD  @Europarl_EN,#ModelCoucil #EUGreenDeal,https://twitter.com/FranceinIreland/status/1232977724907671554
27-02-2020 8.58,EPIreland_Edu,,0,1, Looking forward to welcoming all the schools participating in today's EU #ModelCouncil on the topic #EUGreenDeal with @RichardbrutonTD and MEPs @CiaranCuffe @Andrews4Europe @eurireland – at Dublin Castle Printworks , @RichardbrutonTD  @CiaranCuffe  @eurireland,#ModelCouncil #EUGreenDeal,https://twitter.com/EPIreland_Edu/status/1232953033958576128
27-02-2020 8.47,timothyahayes,,0,5, The calm before the storm. All ready for #ModelCouncil @dublincastleopw this morning. 26 teams debate the #EUGreenDeal The event will be opened by @RichardbrutonTD and @gerardkiely3 It will be chaired by @Andrews4Europe @CiaranCuffe @Noelle_OC @JoanEurope Looking forward to it... , @dublincastleopw  @RichardbrutonTD  @gerardkiely3  @CiaranCuffe  @Noelle_OC  @JoanEurope,#ModelCouncil #EUGreenDeal,https://twitter.com/timothyahayes/status/1232950482555080710
26-02-2020 21.25,ChrisPenderKE,pluincee,0,0, The whole forest need to be iradicated struck from the face of the earth like the blight it is ,,,https://twitter.com/ChrisPenderKE/status/1232778732554915840
26-02-2020 21.22,pluincee,ChrisPenderKE,1,0, I’m also not talking about the dept’s system for reviews; I’m talking about what’s about to be imposed upon schools after a flawed and incomplete pilot! Root and branch? The whole forest needs replanting... ,,,https://twitter.com/pluincee/status/1232777882759503873
26-02-2020 21.19,ChrisPenderKE,pluincee,1,0," Not talking about the departments review system, a complete root and branch review of the whole system is required ",,,https://twitter.com/ChrisPenderKE/status/1232777222018289668
26-02-2020 20.45,pluincee,ChrisPenderKE,1,0," The current review/restructure of the SNA system in schools by @ncse (originally requested by former minister for Ed @RichardbrutonTD, but let continue by @McHughJoeTD) is only gonna add to the problems. @ForumTeaching have the details! ", @NCSE  @RichardbrutonTD  @McHughJoeTD  @ForumTeaching,,https://twitter.com/pluincee/status/1232768568795844609
26-02-2020 19.08,adoolan34,itsskitime,0,0, Thermal runaway they call it. I won't by buying an EV or a hybrid!! Diesel forever! ,,,https://twitter.com/adoolan34/status/1232744157816479747
26-02-2020 18.54,itsskitime,adoolan34,1,0," The problem with EV lithium ion batteries is they have to be cooled down from what I’ve read. They can reignite if not cooled down, they can also Zap the first responders. ",,,https://twitter.com/itsskitime/status/1232740805418328065
26-02-2020 18.45,adoolan34,itsskitime,1,0, So I see. Wyoming is one place they bury them. ,,,https://twitter.com/adoolan34/status/1232738442091601921
26-02-2020 18.43,itsskitime,adoolan34,1,0," That’s nothing a wind turbine lasts about 25 years or so, what are they going to do with the blades after that. Here in the US they just cut them up & bury them in the ground. ",,,https://twitter.com/itsskitime/status/1232738016885706753
26-02-2020 18.35,adoolan34,itsskitime,1,0, And we continue to pour thousands of tonnes of concrete into the ground for wind farms. No wonder there's flooding. ,,,https://twitter.com/adoolan34/status/1232736035689422848
26-02-2020 16.46,itsskitime,adoolan34,0,0, That’s about 500 gallons but why did they use water ,,,https://twitter.com/itsskitime/status/1232708509407551489
26-02-2020 16.33,itsskitime,adoolan34,1,0, If they go up with a great Big Bang you might not be jumping into the Shannon you might be launched into the Shannon ,,,https://twitter.com/itsskitime/status/1232705327986085888
26-02-2020 16.14,timothyahayes,PEDeBauw,0,0, Looking forward to seeing you all @dublincastleopw tomorrow. May the best team win. @RichardbrutonTD @gerardkiely3 @Andrews4Europe @CiaranCuffe @Noelle_OC @EPinIreland @eurireland @eurofound #EUGreenDeal , @dublincastleopw  @RichardbrutonTD  @gerardkiely3  @CiaranCuffe  @Noelle_OC  @EPinIreland  @eurireland  @eurofound,#EUGreenDeal,https://twitter.com/timothyahayes/status/1232700580096806919
26-02-2020 15.44,adoolan34,TGlennane,2,0," I'm located between 2 of them, one in Shannon Bridge and one in Lumcloon. Both under construction at present. On a positive note I can jump into the Shannon if either goes up with a great big bang and lots of HF. ",,,https://twitter.com/adoolan34/status/1232692811390234630
26-02-2020 14.31,Bazg2,DubFireBrigade,1,0, How long did it take to extinguish? Also wait until the lithiums start poppin... How many co2's from that @RichardbrutonTD  , @RichardbrutonTD,,https://twitter.com/Bazg2/status/1232674503450341378
26-02-2020 13.56,TGlennane,adoolan34,1,1, It’s not just new car technologies that pose a fire risk.... ,,,https://twitter.com/TGlennane/status/1232665633923440642
26-02-2020 13.53,corkyhere,jimfitzpatrick,0,0, Yes indeed the cryptocurrency changed all that. ,,,https://twitter.com/corkyhere/status/1232665089569951745
26-02-2020 13.19,jimfitzpatrick,corkyhere,1,0," Now they know how to hide the money, otherwise nothing has changed. ",,,https://twitter.com/jimfitzpatrick/status/1232656481645944833
26-02-2020 12.26,Bazg2,neilmbriscoe,0,0, @RichardbrutonTD hey fucknut!!  , @RichardbrutonTD,,https://twitter.com/Bazg2/status/1232642990809677824
26-02-2020 11.56,HugoThompsonEco,,1,0, We really hope & expect you will act for faster fairer climate action especially those who pledged to annually reduce our emission by 8% to 2030 as recommended by UN @DMitchellTD @RichardbrutonTD @OCallaghanCian @AodhanORiordain @sean_haughey , @DMitchellTD  @RichardbrutonTD  @OCallaghanCian  @AodhanORiordain  @sean_haughey,,https://twitter.com/HugoThompsonEco/status/1232635557622243329
26-02-2020 10.39,CRAClabUCC,guolivar,0,12," Excellent proposal by New Zealand to ...""set the daily (24-hour) average PM2.5 limit at 25 µg/m3, with three or fewer exceedances allowed in a 1- month period"". Ireland should also do this to tackle wintertime #AirPollution from solid fuel burning. @Dept_CCAE @RichardbrutonTD  ", @Dept_CCAE  @RichardbrutonTD,#AirPollution,https://twitter.com/CRAClabUCC/status/1232616274603147265
26-02-2020 7.53,boggywood,RyanMaue,0,0, @LeoVaradkar @Paschald @RichardbrutonTD Please READ -  , @LeoVaradkar  @Paschald  @RichardbrutonTD,,https://twitter.com/boggywood/status/1232574473808818183
25-02-2020 21.11,HenryFingleton,pro_rur_ireland,0,0, @TodaySOR - this is happening all over the country. Time to challenge the denial of noisy #wind turbines in @Dept_CCAE @RichardbrutonTD  , @TodaySOR  @Dept_CCAE  @RichardbrutonTD,#wind,https://twitter.com/HenryFingleton/status/1232412875777544193
24-02-2020 23.01,RayMcAdam,,0,1, Some light #bedtime reading. @leafybatter submission on #waste following recent consultation launched by @RichardbrutonTD & @DubCityCouncil Managers Report on proposed changes to #DublinCity #DevelopmentPlan i.e. the planning #rulebook. #NorthInnerCity , @leafybatter  @RichardbrutonTD  @DubCityCouncil,#bedtime #waste #DublinCity #DevelopmentPlan #rulebook #NorthInnerCity,https://twitter.com/RayMcAdam/status/1232078151901118465
24-02-2020 15.40,HenryFingleton,,0,0, @RichardbrutonTD - people are suffering because of noisy #wind turbines too close to their homes Minister , @RichardbrutonTD,#wind,https://twitter.com/HenryFingleton/status/1231967075490566145
24-02-2020 10.47,loc8code,loc8code,0,0," In her role as Chair of the related Oireachtas Committee @1Hildegarde has been aware on many Eircode related issues including this one since May 2017. However, she chose to take no action. @Dept_CCAE & @comreg also ignore - therefore #EircodeIsUnregulated national utility! ", @1Hildegarde  @Dept_CCAE  @comreg,#EircodeIsUnregulated,https://twitter.com/loc8code/status/1231893521382158341
24-02-2020 10.45,loc8code,loc8code,1,0," IAW Postal Act 2011/15, the Minister ( @RichardbrutonTD ) can determine that any use of Eircode is inappropriate and by doing so stop unjustified demands for Eircode which cause citizens to be disadvantaged in access to 3rd party services. Why will he not do that @boucherhayes ", @RichardbrutonTD  @boucherhayes,,https://twitter.com/loc8code/status/1231892854504595457
23-02-2020 13.53,AidanHynes5,,0,0, You campaign in poetry and rule in prose - @RichardbrutonTD 👍 , @RichardbrutonTD,,https://twitter.com/AidanHynes5/status/1231577912224231426
23-02-2020 4.34,mcollins1922,jimfitzpatrick,1,1, The smell and fumes of the paint is effecting his judgement ,,,https://twitter.com/mcollins1922/status/1231437265043443714
22-02-2020 19.08,EamonMelia,hennessymm,0,1, U are either a FG voter or a Lowry voter . ,,,https://twitter.com/EamonMelia/status/1231294673471377415
22-02-2020 19.00,troublegum5,EamonMelia,0,1, You're looking to do a serious rewrite of history there with that statement. ,,,https://twitter.com/troublegum5/status/1231292696867803136
22-02-2020 17.40,hennessymm,jimfitzpatrick,2,1, Jim stick to the fantasy art! ,,,https://twitter.com/hennessymm/status/1231272677236789248
22-02-2020 15.42,NewsRuby,EamonMelia,0,1, You could start with the €64 billion ,,,https://twitter.com/NewsRuby/status/1231242846478491648
22-02-2020 15.27,PairicDuffy,jimfitzpatrick,0,1, Holiday homes in Malta? ,,,https://twitter.com/PairicDuffy/status/1231238974037004288
22-02-2020 14.14,IrishDebate,jimfitzpatrick,0,0," They don't get it.. people are sick of the skullduggery and mismanagement of the climate, the country and the cosy cartels etc. ",,,https://twitter.com/IrishDebate/status/1231220607108493313
22-02-2020 13.13,corkyhere,jimfitzpatrick,1,0," The real business of Dublin City & County planning was done in Conway's Pub, with brown envelopes. ",,,https://twitter.com/corkyhere/status/1231205293293527040
22-02-2020 12.41,jimfitzpatrick,LeoVaradkar,2,8," Why don't you condemn OBribe corruption enablers and gangsters in your own party like @RichardBrutonTD? Transferred billions of our money into his pockets, not a peep from you. Ever hear of #MoriartyTribunal? You also were part of corrupt gov that drove #WebSummit out of Ireland. ", @RichardbrutonTD,#MoriartyTribunal #WebSummit,https://twitter.com/jimfitzpatrick/status/1231197342898049024
22-02-2020 9.53,Rights4evry1,GabeFin,0,0, What should we call them? Everyone is not on an honest agenda. ,,,https://twitter.com/Rights4evry1/status/1231154922382667777
22-02-2020 8.59,LoneWol26229585,EnergyInIreland,0,0, if this is for real your all being fooled into communism ,,,https://twitter.com/LoneWol26229585/status/1231141467042828293
22-02-2020 7.18,rebeldispatch50,EamonMelia,0,1, Oh I'd say they would be hard put to find smarter than you Jesus wept ,,,https://twitter.com/rebeldispatch50/status/1231116115159461889
22-02-2020 4.15,Turf_Shed,GabeFin,0,0," Not all SF voters are trolls, but most SF trolls are SF voters. But hey, don’t let reality get in the way of your victimhood Mr Very Offended. ",,,https://twitter.com/Turf_Shed/status/1231070091308986369
22-02-2020 2.00,mickthecruck,maccathmhao1,0,0," It looks like there are a lot more shinnerbots these days if you listen to FFG, or perhaps it’s just real people that they fail to listen to. ",,,https://twitter.com/mickthecruck/status/1231035940715585537
22-02-2020 1.09,GabeFin,tweepeye,0,0," Your opinion does not change the data. Mire votes cast for SF than any other party in Ireland 32 counties. Fact. Terrorist past? Have you any idea of DUP and Ulster Resistance, or FF & FG past? Get a grip. Blocked if any more false & idiotic statements. ",,,https://twitter.com/GabeFin/status/1231023169676378117
22-02-2020 0.59,tweepeye,GabeFin,1,0," 24% = Not the largest party in Ireland. And no, I did not give a vote to FF or FG. Neither did the terrorist apologists get a number on my ballot. Yes change is needed. But not by a group who still hang on to its terrorist past. ",,,https://twitter.com/tweepeye/status/1231020633938677763
22-02-2020 0.47,JackCal24672885,ClareOC_,0,0, Claire do you want to be made a slave conscripted to providing homes for those who dont want to provide for themselves? ,,,https://twitter.com/JackCal24672885/status/1231017596931182593
21-02-2020 21.16,EamonMelia,jimfitzpatrick,3,15," If a few smart people sat down and did the figures id say corruption has killed more people on this island than both the IRA and UDA, UVF and British Army put together , Starve the state of funds and taxes and services dry up and people die . ",,,https://twitter.com/EamonMelia/status/1230964443598721031
21-02-2020 21.08,jimfitzpatrick,paddycosgrave,3,20, Two words sum up rampant #FineGael corruption: Moriarty. Tribunal. Enda and the gangsters have made quite sure #MoriartyTribunal gathered dust while they transferred BILLIONS of our state assets to their main man OBribe. Now I wonder what they all got in return? @RichardBrutonTD , @RichardbrutonTD,#FineGael #MoriartyTribunal,https://twitter.com/jimfitzpatrick/status/1230962474905673728
21-02-2020 18.28,maccathmhao1,GabeFin,1,1," Trolls, shinnerbot etc.... Designed to dehumanise and negate the individual's right to freedom of thought and expression. Now, what's the word for people who do that? ",,,https://twitter.com/maccathmhao1/status/1230922240763494403
21-02-2020 18.24,GabeFin,MichealMartinTD,4,15," As a supporter of the largest party in Ireland (SF), I am very offended at voters being called Trolls. Also, I once sat between Micheal & @RichardbrutonTD for a dinner with the President of Ireland. Not a troll, but a businessman who can feel the Zeitgest & believes in the #GFA. ", @RichardbrutonTD,#GFA,https://twitter.com/GabeFin/status/1230921308332023813
21-02-2020 12.55,Nesirky,DuffyValerie,0,0," Points from #youngvoices discussions, funding streams could: - Incentivise cooperation between national youth orgs - Bridge young communities disparately impacted by climate transition, e.g rural/urban - Leave a legacy of continuity through grassroots & national coalitions built ",,#youngvoices,https://twitter.com/Nesirky/status/1230838351881789440
21-02-2020 12.20,BirdingBrussels,BirdsMatter_ie,1,0, Ouch and Belgium ranks as the 14th out of 15! Where do the figures come from? ,,,https://twitter.com/BirdingBrussels/status/1230829723229523968
21-02-2020 11.53,dayvehuse,,0,0, @RichardbrutonTD Hi Richard...spotted this on Elm Mount Road.  , @RichardbrutonTD,,https://twitter.com/dayvehuse/status/1230822913038745601
21-02-2020 11.51,BirdsMatter_ie,SocialJusticeI,1,13," We’re not surprised that Ireland score the worst in EU 15 on enviro SDGs. @LeoVaradkar @MichealMartinTD @creedcnw @josephamadigan @RichardbrutonTD Time to invest in nature, climate and water action and policies that are in line with ecological boundaries. We can help!  ", @LeoVaradkar  @MichealMartinTD  @creedcnw  @josephamadigan  @RichardbrutonTD,,https://twitter.com/BirdsMatter_ie/status/1230822275919814657
