date,username,to,replies,retweets,text,mentions,hashtags,permalink
14-02-2020 22.43,DoakDoak1,LeoVaradkar,0,0," We did keo and we sent you a clear message, due to your delusional arrogance we can only wonder if you got the message ",,,https://twitter.com/DoakDoak1/status/1228449701940334593
14-02-2020 22.36,Spark_ie,EnergyInIreland,0,1," My money is on a windfarm being on scheduled shutdown for noise monitoring.. Would explain the repeated, equal reduction, of equal length. Noise monitoring is sometimes a condition of planning. Measure to verify windfarm doesn't add to background noise ",,,https://twitter.com/Spark_ie/status/1228448050328297472
14-02-2020 20.47,EnergyInIreland,TGlennane,1,0," No A grade students here but we have read the latest generation capacity statement. The plan has been for MP to end generation at end 25. It will be a commercial decision for @ESBGroup as to what they replace it with - probably a mix OCGTs, wind, maybe a CCGT any ideas? ", @ESBGroup,,https://twitter.com/EnergyInIreland/status/1228420428391165952
14-02-2020 20.41,TGlennane,EnergyInIreland,2,2, As an A grade energy student I’m sure you’ve studied @EirGrid ‘s recent Generation Capacity Statement - “If #Moneypoint coal fired baseload is unavailable from 2026 then it’ll need to be replaced.” What’s your plan? , @EirGrid,#Moneypoint,https://twitter.com/TGlennane/status/1228419122205249536
14-02-2020 17.33,amobeirne,,0,0, F**k 5 G. Badly need a nap due to health issues and ALL I hear is drilling outside. My sleep is worse than ever. Feel like I'm going to have to move! Bombardment from all angles ! I have 4 G and it's fine ! 😥😴 Cc @DenisNaughten @RichardbrutonTD , @DenisNaughten  @RichardbrutonTD,,https://twitter.com/amobeirne/status/1228371642117738496
14-02-2020 15.57,CarlowWeather,EnergyInIreland,0,1," Could be predicting drops as storm moves through, or possibly temporary shut offs if too high? ",,,https://twitter.com/CarlowWeather/status/1228347655568281606
14-02-2020 15.30,EnergyInIreland,CillDar,1,0, Not sure 🤔 it is a significant drop in a short space of time. Would @CarlowWeather @weather_irish @MetEireann know if this is due to the storm moving etc. Or @EirGrid any ideas? Would be good to know how these forecasts are produced 👍🏻 , @CarlowWeather  @weather_irish  @MetEireann  @EirGrid,,https://twitter.com/EnergyInIreland/status/1228340724615274496
14-02-2020 15.11,CillDar,EnergyInIreland,1,0, Any idea why the prediction for the 16th has 4 weird blips from about 1pm to midnight? ,,,https://twitter.com/CillDar/status/1228336013925376000
14-02-2020 14.01,Nc1908Neil,,0,2, It would be good if some politicians took 5 minutes or so to watch this video. @RBoydBarrett @RichardbrutonTD @1Hildegarde @paulmurphy_TD @SocDems @greenparty_ie @davidcullinane @MichaelHealyRae Basic Science For Climate Alarmists https://youtu.be/q-fK7lEZmwk via @YouTube , @RBoydBarrett  @RichardbrutonTD  @1Hildegarde  @paulmurphy_TD  @SocDems  @greenparty_ie  @davidcullinane  @MichaelHealyRae  @YouTube,,https://twitter.com/Nc1908Neil/status/1228318458531721216
14-02-2020 13.32,boggywood,Istjenesten,0,0, @LeoVaradkar @Paschald @RichardbrutonTD The Norwegian Governments Ice Service - Sea ice is up not down .The planet is not melting .  , @LeoVaradkar  @Paschald  @RichardbrutonTD,,https://twitter.com/boggywood/status/1228311160849563649
14-02-2020 13.21,boggywood,curryja,0,0," @LeoVaradkar @Paschald @RichardbrutonTD Good advice , read & ponder .(Not to mention #GrandSolarMinimum ) ", @LeoVaradkar  @Paschald  @RichardbrutonTD,#GrandSolarMinimum,https://twitter.com/boggywood/status/1228308156876455944
14-02-2020 13.03,boggywood,NIMN2019,0,0," @LeoVaradkar @RichardbrutonTD @Paschald You have relied, in good faith, on people *telling* you about 'the science' - it's obvious that you haven't read it yourselves. Those of us who have read it and have nothing whatsoever to gain,have been ignored in favour of extremists ", @LeoVaradkar  @RichardbrutonTD  @Paschald,,https://twitter.com/boggywood/status/1228303867059802113
14-02-2020 12.31,Database2000,zynks,0,0, Directly identifiable to each candidate and a Hefty fine per cable tie. There is no excuse for cutting them down and leaving at the bottom of the pole. ,,,https://twitter.com/Database2000/status/1228295764763430914
14-02-2020 11.42,boggywood,mattwridley,0,1," @LeoVaradkar @Paschald @RichardbrutonTD You need a reality check, and some of us have been trying to help you  ", @LeoVaradkar  @Paschald  @RichardbrutonTD,,https://twitter.com/boggywood/status/1228283380434898945
14-02-2020 11.32,senatornoone,zynks,0,0," I agree, it’s frustrating when you’re very careful about removing them. ",,,https://twitter.com/senatornoone/status/1228280793941860354
14-02-2020 11.26,zynks,Database2000,2,0," It should be mandatory to use colour coded cable ties, one colour per party. ",,,https://twitter.com/zynks/status/1228279292779466752
14-02-2020 10.57,boggywood,,0,0, @LeoVaradkar @RichardbrutonTD @Pasch Politicians are held to account when things go wrong .These people never are .Why is that? , @LeoVaradkar  @RichardbrutonTD  @pasch,,https://twitter.com/boggywood/status/1228272102761017344
14-02-2020 10.46,boggywood,ozhomeschool,0,0, @LeoVaradkar @RichardBrutonTD @Pasch These are the types of people *you* have been listening to .Tim Flannery was head of Australian Environmental Agency .There is *no* difference between his dud predictions (all of them) and the current crop of doomsters that have your ear. 0 , @LeoVaradkar  @RichardbrutonTD  @pasch,,https://twitter.com/boggywood/status/1228269255487082498
14-02-2020 7.40,ecdisinfection,neasa_neasa,0,0," Heard your radio interview last night where FineGael mentioned @RichardbrutonTD the EuropeanLeader on Climate policy with his 2040 plan. Any Gov the greens might enter cannot include him, the master of steering momentum into “inaction plans” with dates beyond his term of office😡 ", @RichardbrutonTD,,https://twitter.com/ecdisinfection/status/1228222464380923904
13-02-2020 17.59,paddysperch,LeoVaradkar,0,0, you've been a great lightning rod Leo enjoy the sunshine ,,,https://twitter.com/paddysperch/status/1228015841444335616
13-02-2020 16.22,IrelandSaysNo,DrumStig,0,0, You have to swim the last section ,,,https://twitter.com/IrelandSaysNo/status/1227991331768819716
13-02-2020 15.36,PeterSmartpower,tigg47,0,0, We already reach 70%+ when it is windy. ,,,https://twitter.com/PeterSmartpower/status/1227979745335357441
13-02-2020 14.15,LearnNature,CAugustenborg,0,0, We need a lot more fast chargers. Slow ones are useless if driving a long distance in a day. ,,,https://twitter.com/LearnNature/status/1227959507420143616
13-02-2020 11.21,DrumStig,BRbike,1,0," CAN NORTH DUBLIN TD PLEASE STOP THE POST-ELECTION BACKSLAPPING AND GET TO WORK SORTING OUT THE BRAIN-DEAD FUCKWITTERY THAT PASSES FOR ""WORK"" IN LOCAL GOVERNMENT AND CIVIL WORKS? @AodhanORiordain @RichardbrutonTD @DmitchellTD @sean_haughey @LunchtimeLiveNT @radionova100 ", @AodhanORiordain  @RichardbrutonTD  @DMitchellTD  @sean_haughey  @LunchtimeLiveNT  @radionova100,,https://twitter.com/DrumStig/status/1227915657490108423
13-02-2020 10.46,Barbara1960D,runyourmouthoff,0,0, FF & FG went to the country on the basis of not coalescing with SF. That’s their respective mandates from their voters. ,,,https://twitter.com/Barbara1960D/status/1227906777221672965
12-02-2020 22.34,conormolloy,CAugustenborg,0,0," Exactly! You'll be grand. Trained @donegalcouncil last year on 100% electric, great drive, great views, great hospitality (more electric tourists for @KeesHotel pls) ", @donegalcouncil  @KeesHotel,,https://twitter.com/conormolloy/status/1227722699990077443
12-02-2020 22.16,CAugustenborg,,2,1, #Donegal has a lot more chargers than when I last checked! Thanks @ESBNetworks @Dept_CCAE @RichardbrutonTD  , @ESBNetworks  @Dept_CCAE  @RichardbrutonTD,#Donegal,https://twitter.com/CAugustenborg/status/1227718045298315266
12-02-2020 20.56,MastersGenji69,LeoVaradkar,0,0, When are u gonna give farmers a fair price leo? ,,,https://twitter.com/MastersGenji69/status/1227698097117171717
12-02-2020 20.34,DerekAndrewHay1,LeoVaradkar,0,0," Just Go, get a job, working for some multinational, that's if they'll have, just go ",,,https://twitter.com/DerekAndrewHay1/status/1227692574267277312
12-02-2020 20.33,DerekAndrewHay1,LeoVaradkar,0,0," On their graves, so I voted Sinn Fein, and I'll continue to vote Sinn Fein until you and your political class are no more ",,,https://twitter.com/DerekAndrewHay1/status/1227692139410264065
12-02-2020 20.31,DerekAndrewHay1,LeoVaradkar,0,0," I did vote, I always voted Fine Gael, but since you became leader, I saw nothing but excuses and apathy, promises and misery. You hate anyone who doesn't live up to your vision, the people of this land have ancestors who died for a better life, and you spat ",,,https://twitter.com/DerekAndrewHay1/status/1227691835549769730
12-02-2020 13.53,GweebarraG,love_leitrim,0,0, Gombeenism! ,,,https://twitter.com/GweebarraG/status/1227591494841794561
12-02-2020 6.27,Joopface,runyourmouthoff,0,0, This is a stupid tweet. Thank you. ,,,https://twitter.com/Joopface/status/1227479374137634816
12-02-2020 5.59,westie1988ie,Zipperelda,0,0," We are very aware of how STV works in the North of Ireland we run the same system for Stormont, council and at the time EU level. Its better representational of the population than FPTP. ",,,https://twitter.com/westie1988ie/status/1227472188065927168
12-02-2020 2.36,FionaDoris,CitizenW0lf,0,0, It’s true. No urgency felt by majority of TDs about the greatest existential threat to our kids. Business as usual. It makes me angry and sad. Ireland could become a truly green island . Costa Rica have done wonders their government take climate breakdown seriously ,,,https://twitter.com/FionaDoris/status/1227421226777354241
12-02-2020 1.48,CitizenW0lf,thejuicemedia,1,2, I believe we have similar politicians over here @ExtinctRebelsIE @kv_ofarrell @Ireland_Greener @greenparty_ie @LeoVaradkar @RichardbrutonTD @think_or_swim @FionaDoris @GlengarriffWood @cosaingalway @MacTireBlog , @ExtinctRebelsIE  @kv_ofarrell  @Ireland_Greener  @greenparty_ie  @LeoVaradkar  @RichardbrutonTD  @think_or_swim  @FionaDoris  @GlengarriffWood  @cosaingalway  @MacTireBlog,,https://twitter.com/CitizenW0lf/status/1227409215813189632
11-02-2020 23.21,TPSpencer88,foeeurope,0,0, Something that @RichardbrutonTD needs to listen to. Stop wasting money on non-renewables and start doing something that matters - reducing climate change and the associated health crisis , @RichardbrutonTD,,https://twitter.com/TPSpencer88/status/1227372129529876481
11-02-2020 23.01,MyBaldyHead,runyourmouthoff,0,0," Yes that’s going to happen, this time people will know the chaos that Sinn Fein brings, your vote has maxed out! Anyway what’s a guy from belfast know about anything in the republic! Go back to antagonising & waving your flags at your neighbours ",,,https://twitter.com/MyBaldyHead/status/1227367102115393536
11-02-2020 22.43,MyBaldyHead,runyourmouthoff,0,0, 75% didn’t vote Sinn Fein!- the uncomfortable truth ,,,https://twitter.com/MyBaldyHead/status/1227362521394352129
11-02-2020 22.36,Mccoydonna29,runyourmouthoff,0,0, Anyways think of Palestine when I see Charlie Flanagans name and his total disregard for their suffering ,,,https://twitter.com/Mccoydonna29/status/1227360875394277376
11-02-2020 22.11,runyourmouthoff,,2,22, #rtept Citizens want them out @LeoVaradkar count 5 @simoncoveney count 8 @CharlieFlanagan count 10 @Paschald count 9 @RichardbrutonTD count10 @MurphyEoghan count 8 @SimonHarrisTD count 15 To be elected They have no mandate to govern SHANE ROSS ...turfed out , @LeoVaradkar  @simoncoveney  @CharlieFlanagan  @Paschald  @RichardbrutonTD  @MurphyEoghan  @SimonHarrisTD,#rtept,https://twitter.com/runyourmouthoff/status/1227354523611619328
11-02-2020 22.07,baldoyle55,IrishTimes,0,1, We at @SVP are doing our best to give children access to books @PSNeasain @Young_SVP @nalaireland @DALCDublin @NS_Partnership @theILDN @Tanya_Ward @SparkIreland @Barnardos_IRL @AodhanORiordain @OCallaghanCian @DMitchellTD @sean_haughey @RichardbrutonTD  , @svp  @PSNeasain  @Young_SVP  @nalaireland  @DALCDublin  @NS_Partnership  @theILDN  @Tanya_Ward  @SparkIreland  @Barnardos_IRL  @AodhanORiordain  @OCallaghanCian  @DMitchellTD  @sean_haughey  @RichardbrutonTD,,https://twitter.com/baldoyle55/status/1227353370832359427
11-02-2020 20.43,darraghomfruit,LeoVaradkar,0,0, I think the arrogance and lack of accountability around wasteful spending off public money finally caught up with FG . Everyman and his dog knows Children’s Hospital should have gone on a green field site . But Simon got his hospital on the South Side and you all paid the price ,,,https://twitter.com/darraghomfruit/status/1227332279304957953
11-02-2020 18.13,DavidGannon11,LeoVaradkar,0,0, Your arrogance in refusing to form a government with sinn féin will be you're down. Wake up and listen to the Irish electorate before it's too late. ,,,https://twitter.com/DavidGannon11/status/1227294534201155584
11-02-2020 17.59,LordFG1,RichardbrutonTD,0,0," Bravo Sir, we knew you could do it, you are unbeatable. ",,,https://twitter.com/LordFG1/status/1227291018514616322
11-02-2020 17.53,Zipperelda,runyourmouthoff,1,0," Dumb tweet. You do realise we have PR STV down here, bit different to what you’re used to in the UK. ",,,https://twitter.com/Zipperelda/status/1227289484926103553
11-02-2020 16.59,Emeraldgirl89,LeoVaradkar,0,0, Take the hint Leo. 5th round before you got in. Leave already ,,,https://twitter.com/Emeraldgirl89/status/1227275917124239360
11-02-2020 16.30,runyourmouthoff,oconnellhugh,2,2, It shouldn’t even be questioned Citizens want them out @LeoVaradkar count 5 @simoncoveney count 8 @CharlieFlanagan count 10 @Paschald count 9 @RichardbrutonTD count10 @MurphyEoghan count 8 @SimonHarrisTD count 15 To be elected They have no mandate to govern , @LeoVaradkar  @simoncoveney  @CharlieFlanagan  @Paschald  @RichardbrutonTD  @MurphyEoghan  @SimonHarrisTD,,https://twitter.com/runyourmouthoff/status/1227268688195223554
11-02-2020 12.18,CoolPlanet_Paul,,0,0, I've signed @SickOfPlasticIE petition calling on government to act on plastic! Join #SickOfPlastic for a #PlasticBottleRally outside @RichardbrutonTD office to demand action on plastic.  , @SickOfPlasticIE  @RichardbrutonTD,#SickOfPlastic #PlasticBottleRally,https://twitter.com/CoolPlanet_Paul/status/1227205271614824449
11-02-2020 10.58,FMLocalHistory,,0,0, Dublin Bay North Election Results #GE2020 Congratulations to our newly elected and returned TDs @DMitchellTD @RichardbrutonTD @OCallaghanCian @AodhanORiordain @sean_haughey Photo credit to @RTEDublinBayNth , @DMitchellTD  @RichardbrutonTD  @OCallaghanCian  @AodhanORiordain  @sean_haughey  @RTEDublinBayNth,#GE2020,https://twitter.com/FMLocalHistory/status/1227185088322031617
11-02-2020 10.40,AndrewLRJackson,,0,3, Thread on climate ambition & govt formation - may be of interest @MarcKC_Green @bridsmithTD @ThomasPringleTD @stevensgreen1 @jackfchambers @RichardbrutonTD @davidcullinane @LNBDublin @EOBroin @OCallaghanCian @seansherlocktd @TateForTD @Niall_Sargent @DanielTMurray @NHNAireland , @MarcKC_Green  @bridsmithTD  @ThomasPringleTD  @stevensgreen1  @jackfchambers  @RichardbrutonTD  @davidcullinane  @LNBDublin  @EOBroin  @OCallaghanCian  @seansherlocktd  @TateForTD  @Niall_Sargent  @DanielTMurray  @NHNAireland,,https://twitter.com/AndrewLRJackson/status/1227180562789605376
11-02-2020 10.20,Shaungillen6,LeoVaradkar,0,0, Are you still hiding time to go back into the closet you indian bum bandit oh ah up the ra ,,,https://twitter.com/Shaungillen6/status/1227175677562118145
11-02-2020 10.19,Michael__Daly,LeoVaradkar,0,0, Did it sink in yet Leo ,,,https://twitter.com/Michael__Daly/status/1227175194688655362
11-02-2020 10.08,ExposeLies2,colinshone2,1,0, Will varadkar bend over backwards in Brussels?😂 ,,,https://twitter.com/ExposeLies2/status/1227172608728338432
11-02-2020 9.03,cerberus5555,LeoVaradkar,0,0," Not smiling today, eh? How did that all go for you? ",,,https://twitter.com/cerberus5555/status/1227156287974256640
11-02-2020 8.12,daz0602,LeoVaradkar,0,0, Are you still the European Union ? 😂 that will teach you to throw your chips in with a failing union 😂 ,,,https://twitter.com/daz0602/status/1227143346973442048
11-02-2020 1.36,ArchieTouchesU,LeoVaradkar,0,0, 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂And breathe😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Leave the silver spoon in yer desk on the way out pretty bhoy ,,,https://twitter.com/ArchieTouchesU/status/1227043807092297730
11-02-2020 0.29,M_OToole,,0,1, ➡️ Only 36 of 160 TDs are women. (22.5%) 🙁 ➡️ Both @RichardbrutonTD & @willieodeaLIVE are the new “joint” Fathers of the Dail - having bee first elected 38years ago. 👴🏻 ➡️ 30% of TDs in this Dail are first timers. 👶🏻 #ge2020 , @RichardbrutonTD  @willieodeaLIVE,#ge2020,https://twitter.com/M_OToole/status/1227026869364678662
11-02-2020 0.26,claireclaireab1,LeoVaradkar,0,0, Given the recent Incitement to Violence of other dumb school boys by a Sinn Fein party member - a ReElection needs to take place- because incitement to Violence was NOT in the Sinn Fein manifesto- & even if it was it is a Criminal Offence to Incite Violence. ,,,https://twitter.com/claireclaireab1/status/1227026197282017280
11-02-2020 0.00,jabbajabbajembe,RichardbrutonTD,0,0, Fracked gas. Get back to work now Richard. Have some rest and do some soul searching. Change will come ,,,https://twitter.com/jabbajabbajembe/status/1227019545879236614
10-02-2020 23.32,Hoy64,,0,0," Possible governments? FF+SF+GP 87. SF+FG+GP 84. FF+FG+GP 85. Rainbow of the left and ABFFFG 87 (but not all independents would join). So, lots of options! Next, the EU/UK trade deal. @AodhanORiordain @OCallaghanCian @RichardbrutonTD @DMitchellTD @sean_haughey @davidhealyv ", @AodhanORiordain  @OCallaghanCian  @RichardbrutonTD  @DMitchellTD  @sean_haughey  @davidhealyv,,https://twitter.com/Hoy64/status/1227012514543783937
10-02-2020 23.09,djpr1000,LeoVaradkar,0,0, You sorry you said that now lol 😂 ,,,https://twitter.com/djpr1000/status/1227006784893833217
10-02-2020 22.40,Daithio27,LeoVaradkar,0,0," Bye bye EU puppet and worst leader ever, no more private jets to play with Justin ",,,https://twitter.com/Daithio27/status/1226999489539518465
10-02-2020 22.38,SadhbhO,,1,11," Whatever one's opinion of the #GE2020 outcome, #ClimateChange has slipped down the agenda. We need to know that FF, FG & SF will stick to their promises to @OneFutureIre, & @SCC_Ireland & now commit to 8% emission cuts p.a. @jackfchambers @davidcullinane @RichardbrutonTD. ", @OneFutureIre  @SCC_Ireland  @jackfchambers  @davidcullinane  @RichardbrutonTD,#GE2020 #ClimateChange,https://twitter.com/SadhbhO/status/1226998904811552769
10-02-2020 22.28,CEAK,LeoVaradkar,0,0, Do you think if you have fielded 1 candidate in Dublin West rather than 2 you'd have got through on the 1st count? Is the @greenparty_ie Party compatible with @FineGael as with their 11 and your 33 that would make 44 SF have 37 so you two together would beat that +others=settled? , @greenparty_ie  @FineGael,,https://twitter.com/CEAK/status/1226996284244070402
10-02-2020 22.00,Boomerangjack1,RichardbrutonTD,0,0, Does this include supporting private companys? All the focus on BNM yet no interaction with private companys in ireland whom have had no communication from anyone what so ever over you closing down their business ,,,https://twitter.com/Boomerangjack1/status/1226989380058963968
10-02-2020 21.34,MarinoLiving,,0,0, Congratulations to @AodhanORiordain @OCallaghanCian @DMitchellTD @RichardbrutonTD & @sean_haughey our newly elected TDs for Dublin Bay North. , @AodhanORiordain  @OCallaghanCian  @DMitchellTD  @RichardbrutonTD  @sean_haughey,,https://twitter.com/MarinoLiving/status/1226982746465107971
10-02-2020 20.45,Olli_doc1,LeoVaradkar,0,0, @LeoVaradkar you're very quiet for the past two days , @LeoVaradkar,,https://twitter.com/Olli_doc1/status/1226970521188884485
10-02-2020 20.34,AoibhinnTormey,RTEDublinBayNth,0,2," Congrats to all who got elected in DBN especially my #1 @RichardbrutonTD 🥳. Special mention of congrats for former Howth Malahide Cllr @OCallaghanCian now deputy. Commiserations to another Howth Malahide Cllr @davidhealyv, a really intelligent and passionate environmentalist ", @RichardbrutonTD  @OCallaghanCian  @davidhealyv,,https://twitter.com/AoibhinnTormey/status/1226967688871804928
10-02-2020 20.04,DBNRepeal,,0,1, Congratulations @DMitchellTD @RichardbrutonTD @AodhanORiordain @OCallaghanCian. , @DMitchellTD  @RichardbrutonTD  @AodhanORiordain  @OCallaghanCian,,https://twitter.com/DBNRepeal/status/1226960142769573888
10-02-2020 18.59,karslake7,LeoVaradkar,0,0," Oops...seems like the EU love ya, but your own Country is not so keen. and er...OOPS AGAIN. Turn the light off when you leave !!! ",,,https://twitter.com/karslake7/status/1226943765295902727
10-02-2020 18.29,DrawohhR,LeoVaradkar,0,0, Leo. I guess we’ll here to wait a little longer for that planned event to honor the service of the ric. You deserved to have your wings clipped for that alone. ,,,https://twitter.com/DrawohhR/status/1226936269835399168
10-02-2020 18.22,Fitz85Jim,RichardbrutonTD,0,0, @jennymcc611 great work , @jennymcc611,,https://twitter.com/Fitz85Jim/status/1226934494701215744
10-02-2020 18.20,John_o_con,JTaylor5432,0,0," Jaysus you sound like a right fuckin' dope, hope your hospitality training is a little more charming 😏😉 ",,,https://twitter.com/John_o_con/status/1226933930391212033
10-02-2020 18.14,JimFogarty20,RichardbrutonTD,0,0, Congratulations Richard. ,,,https://twitter.com/JimFogarty20/status/1226932345414045697
10-02-2020 18.09,DownesGerard,RichardbrutonTD,1,0, Prick ,,,https://twitter.com/DownesGerard/status/1226931271818936322
10-02-2020 18.06,dr_faulk,RichardbrutonTD,0,0, CONGRATULATIONS PLEASE HELP STOP GIVING PUBLIC LAND TO PRIVATE DEVELOPERS ,,,https://twitter.com/dr_faulk/status/1226930481280753664
10-02-2020 17.44,stekennedy96,AineMcMahon,0,0," Absolute privilege to campaign alongside this man. A truly incredible worker and most important, an exceptionally nice person. The Dáil is better for you @RichardbrutonTD Congratulations!  ", @RichardbrutonTD,,https://twitter.com/stekennedy96/status/1226924815887601665
10-02-2020 16.52,chelseadagger41,LeoVaradkar,0,0, they did thats why youre gone eu lapdog ,,,https://twitter.com/chelseadagger41/status/1226911933250637830
10-02-2020 16.49,carolineokelly,RichardbrutonTD,0,0, Congratulations ,,,https://twitter.com/carolineokelly/status/1226911092691099648
10-02-2020 16.00,GRamsbotton,RichardbrutonTD,0,0, Congrats Richie! ,,,https://twitter.com/GRamsbotton/status/1226898729917173766
10-02-2020 15.47,RichardbrutonTD,,10,16, Huge thank you to everyone in Dublin Bay North for your support. It’s an honour to continue to represent you ,,,https://twitter.com/RichardbrutonTD/status/1226895443793186820
10-02-2020 15.46,margari20607580,DavidBoweEire,0,0, Never mind ,,,https://twitter.com/margari20607580/status/1226895208819961856
10-02-2020 15.14,LucasOCorcora,AineMcMahon,0,1," One of our most respected, and hard-working, people. Well done @RichardbrutonTD. 👏🏼👏🏼👏🏼  ", @RichardbrutonTD,,https://twitter.com/LucasOCorcora/status/1226887061564743682
10-02-2020 15.13,NewstalkFM,,0,1, ELECTED: @RichardbrutonTD @FineGael #DublinBayNorth #DBN #GE2020 , @RichardbrutonTD  @FineGael,#DublinBayNorth #DBN #GE2020,https://twitter.com/NewstalkFM/status/1226886912155299840
10-02-2020 15.12,98FM,,0,0, #GE2020 Fine Gael's @RichardbrutonTD has been re-elected in Dublin Bay North http://bit.ly/3bqrCIs , @RichardbrutonTD,#GE2020,https://twitter.com/98FM/status/1226886748908683265
10-02-2020 15.11,cronny86,caulmick,0,0, Hey @RichardbrutonTD you are going to have to change if you want to be in government in this country.  , @RichardbrutonTD,,https://twitter.com/cronny86/status/1226886425376952320
10-02-2020 15.11,Laura_Colgan,,0,1, .@FineGael @RichardbrutonTD elected to Dublin Bay North on tenth count #ge2020 #dubbn , @FineGael  @RichardbrutonTD,#ge2020 #dubbn,https://twitter.com/Laura_Colgan/status/1226886400647290888
10-02-2020 15.09,KiiimBuckley,,0,0, Fine Gael’s @RichardbrutonTD elected in #dublinbaynorth #ge2020 , @RichardbrutonTD,#dublinbaynorth #ge2020,https://twitter.com/KiiimBuckley/status/1226885958727065605
10-02-2020 15.09,NewstalkFM,,1,0, ELECTED: @RichardbrutonTD @FineGael - #DublinBayNorth #DBN #GE2020 , @RichardbrutonTD  @FineGael,#DublinBayNorth #DBN #GE2020,https://twitter.com/NewstalkFM/status/1226885929262092288
10-02-2020 15.06,Niall34984459,RTEDublinBayNth,0,0, Another total failure by @RichardbrutonTD ro bring in a running material , @RichardbrutonTD,,https://twitter.com/Niall34984459/status/1226885110072516610
10-02-2020 14.55,Allanb49,senatornoone,0,0, enjoy the dole you waste of space ,,,https://twitter.com/Allanb49/status/1226882318310297600
10-02-2020 13.35,marywallace07,jimfitzpatrick,0,0, At last! ,,,https://twitter.com/marywallace07/status/1226862207037845504
10-02-2020 13.33,jimfitzpatrick,TrumanKelly,1,1, @EndaKennyTD @RichardBrutonTD have a case to answer. Transferred BILLIONS of state assets to this guy since #MoriartyTribunal corruption findings. Now we can investigate the connections with a new gov not owned by Irelands most corrupt billionaire. We need real press freedom too , @EndaKennyTD  @RichardbrutonTD,#MoriartyTribunal,https://twitter.com/jimfitzpatrick/status/1226861873469034497
10-02-2020 13.11,DavidBoweEire,margari20607580,1,0, I only took a photo. The poster had already been defaced. ,,,https://twitter.com/DavidBoweEire/status/1226856142174859266
10-02-2020 12.19,markcnmoore,LeoVaradkar,0,0," Seems like they did vote but just didn’t agree with you, not a problem though as you are the EU as you once said! Just make them all vote again ",,,https://twitter.com/markcnmoore/status/1226843055262748673
10-02-2020 11.31,1984Mathew,LeoVaradkar,0,0, How are your masters dealing with this? ,,,https://twitter.com/1984Mathew/status/1226831040213331968
10-02-2020 10.54,MickeyGallMO,am_flynn,0,0, This is the whole thing in a nutshell. They still think us serfs cannot inhabit the same intellectual plain they have so joyously cultivated for themselves. ,,,https://twitter.com/MickeyGallMO/status/1226821750811451393
10-02-2020 10.38,BelfastGirv,LeoVaradkar,0,0, A little man in a little country!with a little vote.. On the 5th count 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ,,,https://twitter.com/BelfastGirv/status/1226817654469603328
10-02-2020 10.21,GayeHardaker,LeoVaradkar,0,0, Not so clever now dick head ,,,https://twitter.com/GayeHardaker/status/1226813383850283009
10-02-2020 9.10,marriott_mazza,LeoVaradkar,0,0, Leave the EU and trade with us on zero tarrifs. ,,,https://twitter.com/marriott_mazza/status/1226795473719177217
10-02-2020 9.09,marriott_mazza,LeoVaradkar,0,0, From the UK 😂😂😂😂😂😂🇬🇧. Whose the small country. ,,,https://twitter.com/marriott_mazza/status/1226795222060933120
10-02-2020 8.48,MariclaireOD,LeoVaradkar,0,0, Up Mary Lou 😎 ,,,https://twitter.com/MariclaireOD/status/1226790053369843712
10-02-2020 8.46,politicswatch15,EmmetKirwan,0,0, We agree! She is a wonderful representative of the work of ICHH! She truly shows the kindness of the Irish Character! ,,,https://twitter.com/politicswatch15/status/1226789644278403072
10-02-2020 8.43,ourpatchdog,LeoVaradkar,0,0," Charlie, are u retweeting this on Monday morning?? The election is over! ",,,https://twitter.com/ourpatchdog/status/1226788874606739456
10-02-2020 7.53,LordStanley17,LeoVaradkar,0,0, Leo will have more time now to experiment drugs with his partner on their holidays Giving you a tent would be too kind ,,,https://twitter.com/LordStanley17/status/1226776310212677633
10-02-2020 7.51,durtyonion,oconnellhugh,0,0, @RichardbrutonTD the tail doesn't wag the dog Richard. You or your party aren't in any position to be dictating to anyone about change. , @RichardbrutonTD,,https://twitter.com/durtyonion/status/1226775701988225024
10-02-2020 7.04,MunsterSir,LeoVaradkar,0,0, This is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael ,,#GE2020 #GE20 #leovaradkar #finegael,https://twitter.com/MunsterSir/status/1226763955546120193
